Name,CA,PA,PA Min,PA Max
Gustavo Nunes Fernandes Gomes,87,-7,110,140
Gustavo Prado Alves,81,-7,110,140
Gustavo Reis Alcantara,80,-7,110,140
Gustavo Ribeiro Neves,115,-7,110,140
Guy Ange Kouadio Ahoussou,96,-7,110,140
Gvidas Gineitis,100,-7,110,140
Gwilhem Tayot,85,-7,110,140
Gyano Vanderdonck,75,-7,110,140
Habeeb Omotolani Oluwatoyn Ogunneye,76,-7,110,140
Hadji Dramé,85,-7,110,140
Haktan Sener,74,-7,110,140
Halil İbrahim Sevinç,90,-7,110,140
Halvor Rødølen Opsahl,95,-7,110,140
Hamdy Alaa Abdelmoaty,96,-7,110,140
Hamilton Júnio Araújo Alves,70,-7,110,140
Hamza Baran Arıkan,75,-7,110,140
Hamza el Dahri,74,-7,110,140
Hamza Gasal,84,-7,110,140
Hamza Yiğit Akman,85,-7,110,140
Hamza Yousef Shibli,92,-7,110,140
Hamzat Basit Ojediran,95,-7,110,140
Harazha Danylo Yevhenovych,75,-7,110,140
Harrison Burrows,111,-7,110,140
Harrison Charles Ashby,106,140,140,140
Harrison McMahon,80,-7,110,140
Harry Jack Evans,70,-7,110,140
Harry Thomas Mills,72,-7,110,140
Harry Whitwell,78,-7,110,140
Harun Yerlikaya,60,-7,110,140
Haruna Rashid Njie,83,-7,110,140
Harvey Davies,86,-7,110,140
Harvey Vincent,60,-7,110,140
Hasan Bulut,79,-7,110,140
Hatem Mohamed,87,-7,110,140
Havelange Beni De Dieu Kei Wonflonhi Jean-Desire,64,-7,110,140
Héctor Yael Uribe Guevara,88,-7,110,140
Heiðar Máni Hermannsson,70,-7,110,140
Hendry Aron Blank,95,-7,110,140
Henri Marinho dos Santos,95,-7,110,140
Henrik Langaas Skogvold,99,-7,110,140
Henrik Molvær Melland,88,-7,110,140
Henrique Halls Rocha da Silva,80,-7,110,140
Henrique Rocha dos Santos,81,-7,110,140
Henry John Cartwright,75,-7,110,140
Hernán Godoy,81,-7,110,140
Hjalte Bidstrup,96,-7,110,140
Hlushchenko Anton Ihorovych,99,-7,110,140
Hollman Camilo Mccormick Pinzón,88,-7,110,140
Hope Calvin Ddamulira Kabuye,85,-7,110,140
Hubert Graczyk,95,-7,110,140
Hubert Jasiak,66,-7,110,140
Hugo Alba Silveira,85,-7,110,140
Hugo Álvarez Antúnez,102,-7,110,140
Hugo Aviander,73,-7,110,140
Hugo Blondel,65,-7,110,140
Hugo Camberos Figueroa,62,-7,110,140
Hugo Correira Rocha,78,-7,110,140
Hugo da Silva Oliveira,75,-7,110,140
Hugo de Mateo Moreno,80,-7,110,140
Hugo de Santana Santos,67,-7,110,140
Hugo Gandía Díaz,82,-7,110,140
Hugo Isaac Weckmann Ortega,96,-7,110,140
Hugo Lamouliatte,65,-7,110,140
Hugo López Vargas,70,-7,110,140
Hugo Lorenzo Quintana Escobar,110,-7,110,140
Hugo Marius Gilbert Vogel,89,-7,110,140
Hugo Martínez González,75,-7,110,140
Hugo Miguel Silva Marques Ferreira,65,-7,110,140
Hugo Picard,107,-7,110,140
Hugo Pinilla Ruiz,73,-7,110,140
Hugo Rincón Lumbreras,97,-7,110,140
Hugo Rojas,85,-7,110,140
Hugo Wauthier Gorjón,69,-7,110,140
Hugo Wentges,105,-7,110,140
Hugues Neya,80,-7,110,140
Humberto Enrique García Redondo,85,-7,110,140
Hussein Carneil,103,-7,110,140
Hyeok-Kyu Kwon,97,-7,110,140
Hyun-Ju Lee,106,-7,110,140
Hyun-Taek Cho,102,-7,110,140
Iain de Jongh,75,-7,110,140
Ian Custódio dos Anjos,92,-7,110,140
Ian Luccas Baroni Boetto,98,-7,110,140
Ibai Sanz Bancalero,80,-7,110,140
Ibon Ignacio Sánchez Océn,84,-7,110,140
Ibou Dacosta,78,-7,110,140
Ibrahim Cissoko,110,-7,110,140
Ibrahim Diarra,79,-7,110,140
Ibrahim Digberekou,90,-7,110,140
Ibrahim Gadiaga,94,-7,110,140
Ibrahim Muhammad Said,115,-7,110,140
Ibrahim Traoré,72,-7,110,140
Ibrahim Yayiya Kanté,75,-7,110,140
Ibrahim Yayiya Kanté,77,-7,110,140
Ibrahima Baldé,103,-7,110,140
Ibrahima Breze Fofana,105,-7,110,140
Ibrahima Dabo,75,-7,110,140
Ibuki Matsushita,61,-7,110,140
Ido Oli,65,-7,110,140
Ifeanyi David Nduka,95,-7,110,140
Ignacio Alegre Fernández,71,-7,110,140
Ignacio Ariel Mosquera Arroyo,89,-7,110,140
Ignacio Benjamín Pacheco Cárcamo,75,-7,110,140
Ignacio Gabriel Copetti,85,-7,110,140
Ignacio Galván,95,-7,110,140
Ignacio Lionel Pedano Martin,81,-7,110,140
Ignacio Nicolás Moreno,90,-7,110,140
Ignacio Rodríguez,94,-7,110,140
Ignacio Sosa Ospital,116,-7,110,140
Igor Brzyski,72,-7,110,140
Igor D. Miladinović,96,-7,110,140
Igor Dmitriev,91,-7,110,140
Igor Jesus Lima,90,-7,110,140
Igor Lucatelli,68,-7,110,140
Igor Matanović,106,-7,110,140
Igor Teixeira Felisberto,78,-7,110,140
Ikechukwu Orazi,70,-7,110,140
Iker Alday Igartua,90,-7,110,140
Iker Córdoba Sánchez,85,-7,110,140
Iker Losada Aragunde,115,140,140,140
Iker Pagazartundua Etxezarraga,75,-7,110,140
Iker Ropero,74,-7,110,140
Ikuma Sekigawa,107,-7,110,140
Ilai Madmon,90,-7,110,140
Ilan Sebag,70,-7,110,140
Ilay Camara,103,-7,110,140
Ilay Feingold,90,-7,110,140
Ilian Ilianov Antonov,73,-7,110,140
Ilija Maslarov,71,-7,110,140
Ilja Ishkov,76,-7,110,140
Ilja Kazakov,72,-7,110,140
Ilja Kirsh,72,-7,110,140
Ilyas Ansah,95,-7,110,140
Ilyas Bouazzaoui,75,-7,110,140
Ilyas Lefrancq,95,-7,110,140
Iman Griffith,111,-7,110,140
Imari Narain Che Hines-Samuels,98,-7,110,140
Imdad Hamid Salim Charifou,78,-7,110,140
Immanuël-Johannes Pherai,120,140,140,140
Imran Moussaoui,65,-7,110,140
Imran Nazih,87,-7,110,140
Ini Edem,99,-7,110,140
Irvyn Lomami,94,-7,110,140
Isaac Aguiar Tomich,91,-7,110,140
Isaac Bernardo Neto Monteiro,85,-7,110,140
Isaac James Ogiri,89,-7,110,140
Isaac James Smith,75,-7,110,140
Isaác Jared Muñíz Gutiérrez,80,-7,110,140
Isaac Jireh Martínez Camacho,60,-7,110,140
Isaac Joel Holland,75,-7,110,140
Isaac Mateo Sánchez Cortez,85,-7,110,140
Isaac Rodrigues de Lima,87,-7,110,140
Isaac Tshibangu,100,-7,110,140
Isaak Nwachukwu,78,-7,110,140
Isac Silvestre da Silva,78,-7,110,140
Isai Middag,79,-7,110,140
Isaias Betsan Galván Peña,79,-7,110,140
Isak Aalberg,84,-7,110,140
Isak Alexander Jansson,109,-7,110,140
Isak Steiner Jensen,100,-7,110,140
Isak Tomar Hjorteseth,87,-7,110,140
Isenko Pavlo Andriyovych,109,-7,110,140
Isidore Mohamed Traoré,79,-7,110,140
Islamdine Halifa,92,-7,110,140
Ismael Ferrer,68,-7,110,140
Ismail Oulad M'Hand,76,-7,110,140
Ismeal Kabia,65,-7,110,140
Issa Fofana,92,-7,110,140
Ivan Bober,60,-7,110,140
Ivan Cvetko,81,-7,110,140
Iván Garriel Muñoz,105,-7,110,140
Ivan Georgiev Andonov,75,-7,110,140
Iván José Martín,88,-7,110,140
Ivan Lozanov Avramov,70,-7,110,140
Ivan Martinović,82,-7,110,140
Ivan Parra,74,-7,110,140
Ivan Stoyanov Sulev,72,-7,110,140
Ivan Zazvonkin,77,-7,110,140
Ívar Arnbro Þórhallsson,88,-7,110,140
Ivica Zubac,82,-7,110,140
Iwan Thomas Morgan,85,-7,110,140
Iyad Khalaili,58,-7,110,140
Izan Regueira Nóvoa,54,-7,110,140
Jaaso Jantunen,88,-7,110,140
Jabes Esteban Saralegui,105,-7,110,140
Jáchym Šíp,88,-7,110,140
Jack Brydon,65,-7,110,140
Jack Campbell Wells-Morrison,88,-7,110,140
Jack Derek Kingdon,70,-7,110,140
Jack Fanning,61,-7,110,140
Jack Henry-Francis,95,-7,110,140
Jack Lee Moorhouse,73,-7,110,140
Jack Thomas Charles Wint,60,-7,110,140
Jack Wadham,85,-7,110,140
Jack Wyllie,65,-7,110,140
Jackson Gabriel Porozo Vernaza,120,140,140,140
Jackson Smith Jaramillo Becerra,84,-7,110,140
Jacob Christopher Knightbridge,80,-7,110,140
Jacob Greene,89,-7,110,140
Jacob Haahr Steffensen,82,-7,110,140
Jacob MacIntyre,55,-7,110,140
Jacob Ondrejka,117,140,140,140
Jacob Vaughan Slater,90,-7,110,140
Jacobo Ortega Conde,59,-7,110,140
Jacopo Contarini,39,-7,110,140
Jacopo Da Riva,105,140,140,140
Jacopo Sassi,102,-7,110,140
Jacopo Simonetta,55,-7,110,140
Jacques Ekomié,97,-7,110,140
Jacques Freddy Bomo,75,-7,110,140
Jadel Chanda Katongo,88,-7,110,140
Jaden Emile Tyrone Heskey,81,-7,110,140
Jaden Rodtnick,81,-7,110,140
Jaden Warner,95,-7,110,140
Jader Barbosa da Silva Gentil,97,-7,110,140
Jadson Alves de Lima,85,-7,110,140
Jae-Won Hwang,97,-7,110,140
Jafe Rolanfavid Pérez Díaz,80,-7,110,140
Jagvir Singh Sidhu,85,-7,110,140
Jahmai Simpson-Pusey,71,-7,110,140
Jahmari Clarke,93,-7,110,140
Jahmari Samuel Lindsay,75,-7,110,140
Jaiden Kamil Bartolo,50,-7,110,140
Jaime Tobajas Cabeza,63,-7,110,140
Jaimy Kroesen,102,-7,110,140
Jair Alejandro González Romo,108,140,140,140
Jair Encarnação Monteiro,70,-7,110,140
Jairo Andrés Torres Mantilla,75,-7,110,140
Jairo Junior Ditta Ruiz,95,-7,110,140
Jakes Gorosabel Añorga,90,-7,110,140
Jakke Van Britsom,76,-7,110,140
Jakob Breum Martinsen,107,-7,110,140
Jakob Maximilian Schöller,83,-7,110,140
Jakob Wiehe,75,-7,110,140
Jakov Gurlica,99,-7,110,140
Jakson Jorcael Plaza Guagua,78,-7,110,140
Jakub Dufek,65,-7,110,140
Jakub Jędrasik,86,-7,110,140
Jakub Kałuziński,110,-7,110,140
Jakub Staniszewski,68,-7,110,140
Jalal Abdulai,92,-7,110,140
Jalen Neal,108,-7,110,140
James Ampofo,95,-7,110,140
James Andrew Clarridge,75,-7,110,140
James Balagizi,103,-7,110,140
James Boluwatife Debayo,70,-7,110,140
James Hill,114,140,140,140
James Lannin-Sweet,93,-7,110,140
James Robert Scanlon,66,-7,110,140
James Stephen Edmondson,65,-7,110,140
Jamie Mercer,65,-7,110,140
Jamie Patrick Bowden,98,-7,110,140
Jamil Husahm Wahied Najjar,96,-7,110,140
Jan Ebbe Wingemark,73,-7,110,140
Jan Holzer,70,-7,110,140
Jan Hošek,87,-7,110,140
Jan Łabędzki,77,-7,110,140
Jan Paluska,90,-7,110,140
Jan Plug,90,-7,110,140
Jannik Graf,88,-7,110,140
Jaouen Hadjam,113,-7,110,140
Jarlison Antonio Barreto Gambier,80,-7,110,140
Jarrison Yuber Quiñónes Guerrero,90,-7,110,140
Jason Charlie Sam Lindsay,78,-7,110,140
Jason Parente,75,-7,110,140
Jasur Jaloliddinov,98,-7,110,140
Jaurès Konan Loukou,88,-7,110,140
Javen Adrián Romero,78,-7,110,140
Javi Mena,58,-7,110,140
Javier Alejandro Márquez Torres,80,-7,110,140
Javier Antonio Quiñones Navarro,73,-7,110,140
Javier Navarro Girona,70,-7,110,140
Javier Uzeda Alderete,103,-7,110,140
Javier Villar del Fraile,97,-7,110,140
Jay Hogarth,74,-7,110,140
Jay Robinson,0,-7,110,140
Jay Turner-Cooke,96,-7,110,140
Jaydan Dejon Kamason,63,-7,110,140
Jayden Alexander Danns,64,-7,110,140
Jayden Ettienne,80,-7,110,140
Jayden Nelson,110,-7,110,140
Jayden Spier,75,-7,110,140
Jayson Arinze Ezeb,80,-7,110,140
Jean Henrique Carneiro Pedroso,93,-7,110,140
Jean Kote Gomis,88,-7,110,140
Jean Pierre Foronda Aguilar,78,-7,110,140
Jean-Claude Junior Ntenda Wa Dimbonda,85,-7,110,140
Jean-Paul N´Diaye,85,-7,110,140
Jéferson Forneck,79,-7,110,140
Jeffrey Catriel Cabellos Vásquez,103,-7,110,140
Jeinner Felipe Fuentes Giraldo,75,-7,110,140
Jeison David Mena Victoria,82,-7,110,140
Jeison Joaquín Fuentealba Vergara,91,-7,110,140
Jens Jacobs,94,-7,110,140
Jens Mathijsen,74,-7,110,140
Jenslor Kiese Lundoloka,75,-7,110,140
Jenson Metcalfe,78,-7,110,140
Jeong-Hoon Kim,102,-7,110,140
Jeppe Corfitzen,86,-7,110,140
Jeppe Kjær Jensen,92,-7,110,140
Jeremiah Chilokoa-Mullen,85,-7,110,140
Jeremiah Esajas,75,-7,110,140
Jeremías Correale,98,-7,110,140
Jeremías Daniel Merlo,93,-7,110,140
Jeremías Florentin,76,-7,110,140
Jeremías Gastón Blanco,92,-7,110,140
Jeremías Lázaro,97,-7,110,140
Jeremías Leonel Pérez Tica,114,-7,110,140
Jeremías Ramón Gallard,95,-7,110,140
Jeremy Alberto Arévalo Mera,88,-7,110,140
Jeremy Fasano,72,-7,110,140
Jérémy Mounsesse,82,-7,110,140
Jérôme Bieler,73,-7,110,140
Jerónimo Campos,88,-7,110,140
Jerónimo Ramírez Martínez,78,-7,110,140
Jerónimo Rodríguez Urueña,80,-7,110,140
Jerry Jean Pierre Arboleda Arroyo,96,-7,110,140
Jesper Bergset Robertsen,84,-7,110,140
Jesper Nerhus Eikrem,72,-7,110,140
Jesper Schlich,70,-7,110,140
Jesper Uneken,92,-7,110,140
Jesper van Riel,75,-7,110,140
Jesse Shaun Derry,70,-7,110,140
Jessey Sneijder,79,-7,110,140
Jesús Alba Ramos,101,-7,110,140
Jesús Gómez,81,-7,110,140
Jesús Santiago Pérez,75,-7,110,140
Jesús Vizcay Hurtado,82,-7,110,140
Jet Lee Romario Espín Rodríguez,75,-7,110,140
Jhan Carlos Mena Hinestroza,78,-7,110,140
Jhon Anderson Lerma Longa,95,-7,110,140
Jhon David Pajaro Berrío,90,-7,110,140
Jhon Edwar Barreiro Valencia,82,-7,110,140
Jhon Esteban Arcila Vargas,80,-7,110,140
Jhon Henry Romaña Becerra,79,-7,110,140
Jhon Jaider Morcillo Hernández,82,-7,110,140
Jhon Jairo Velasco Chávez,94,-7,110,140
Jhon Stiven Pineda Escobar,82,-7,110,140
Jhon Tilmán Palacios Moreno,75,-7,110,140
Jhonatan Kauan Eleoterio Diogo,84,-7,110,140
Jhonatan Restrepo Álvarez,88,-7,110,140
Jimer Esteban Fory Mejía,115,-7,110,140
Jimi Dos Reis Nikko,66,-7,110,140
Jimte Scholten,76,-7,110,140
Jin Okumura,70,-7,110,140
Jinairo Johnson,70,-7,110,140
Jin-Ho Jo,90,-7,110,140
Jiří Míček,60,-7,110,140
Joakim Berg Nundal,86,-7,110,140
Joakim Persson,67,-7,110,140
Joan Manuel Cruz Castro,92,-7,110,140
Joan Mascaró Amer,69,-7,110,140
Joan Tincres,81,-7,110,140
Joane Kouakou Gadou,75,-7,110,140
João Adriano Sá de Almeida,91,-7,110,140
João Arlete Pinto,88,-7,110,140
João Batista da Cruz Santos Neto,86,-7,110,140
João Carlos Palma Conceição,78,-7,110,140
João Gabriel Cardozo Santos Maklouf,74,-7,110,140
João Martins Capela Pimenta,62,-7,110,140
João Miguel Soares Fidalgo,67,-7,110,140
João Paulo Dalla Corte,80,-7,110,140
João Pedro do Nascimento da Mata,78,-7,110,140
João Pedro Fabião Costa,70,-7,110,140
João Pedro Ferreira Oliveira,78,-7,110,140
João Pedro Gomes Palmberg,95,-7,110,140
João Pedro Moreira Resende,93,-7,110,140
João Pedro Silva Gonçalves,69,-7,110,140
João Tiago Mendes Pereira,80,-7,110,140
João Victor Dall' Stella Vialle,95,-7,110,140
João Victor de Amorim Marinho,93,-7,110,140
João Victor dos Santos Alves,73,-7,110,140
João Victor Machado Cruz,84,-7,110,140
João Victor Silva Benassi,87,-7,110,140
João Victor Tornich,113,-7,110,140
João Victor Vieira Ferreira Sousa,88,-7,110,140
João Vitor da Silva Almeida,75,-7,110,140
João Wellington Gadelha de Oliveira,100,-7,110,140
Joaquín Alejandro Moxica Chapa,70,-7,110,140
Joaquín Gho,106,-7,110,140
Joaquín Ignacio Gutiérrez Jara,108,-7,110,140
Joaquín Jara,96,-7,110,140
Joaquín Panichelli,103,-7,110,140
Joaquín Piñero,88,-7,110,140
Jobert Silva Santos,82,-7,110,140
Joe Johnson,75,-7,110,140
Joé Neves Araújo,83,-7,110,140
Joe White,90,-7,110,140
Jóel Baldursson,65,-7,110,140
Joel Ideho,100,-7,110,140
Joel Leandro Ordóñez Guerrero,100,-7,110,140
Joel Miguel da Silva Kiala,95,-7,110,140
Joël Ribeiro,73,-7,110,140
Joëll Gill'ard,85,-7,110,140
Joelson Augusto Mendes Mango Fernandes,110,-7,110,140
Joey Antonioli,96,-7,110,140
Joffrey Niou Negawabloua Bazié,90,-7,110,140
Jofre Torrents Salvat,75,-7,110,140
Johan Alberto Hinestroza Rentería,82,-7,110,140
Johan Andrés Muñoz Duran,84,-7,110,140
Johan Caicedo Caicedo,99,-7,110,140
Johan Camilo Campaña Barrera,95,-7,110,140
Johan Guedes Gonzáles,85,-7,110,140
Johan Liam Selin,58,-7,110,140
Johan Viktor Andersson,91,-7,110,140
Johaneko Louis-Jean,95,-7,110,140
Johann Lepenant,120,140,140,140
Jóhannes Kristinn Bjarnason,80,-7,110,140
John Joe Patrick Finn Benoa,90,-7,110,140
John Olof Mellberg,85,-7,110,140
Johnly Levi Yfeko,80,-7,110,140
Joilson Lucas Souza Nascimento,80,-7,110,140
Jon Garro Larrarte,82,-7,110,140
Jon Magunazelaia Argoitia,103,-7,110,140
Jonah te Fruchte,72,-7,110,140
Jonas Adjei Adjetey,80,-7,110,140
Jonas Krumrey,98,-7,110,140
Jonás Miszczuk,80,-7,110,140
Jonas Oehmichen,95,-7,110,140
Jonas Rouhi,81,-7,110,140
Jonas Torrissen Therkelsen,96,-7,110,140
Jonas Tviberg Torsvik,92,-7,110,140
Jónatan Guðni Arnarsson,62,-7,110,140
Jonathan Alexánder Pérez Lara,95,-7,110,140
Jonathan Arriba Monroy,109,140,140,140
Jonathan Asp-Jensen,85,-7,110,140
Jonathan dos Santos Lessa,92,-7,110,140
Jonathan Gabriel Villagra Bustamante,106,140,140,140
Jonathan German Gómez,95,-7,110,140
Jonathan Josué Corozo Arroyo,88,-7,110,140
Jonathan Mutombo Mawesi,82,-7,110,140
Jonathan Risbjerg Ægidius,88,-7,110,140
Jonathan Teofilus Okoronkwo,92,-7,110,140
Jonathan Tomkinson,100,-7,110,140
Jonathan Vonheim Norbye,79,-7,110,140
Jonathan Yael Padilla Sandoval,86,-7,110,140
Jonnathan Luís dos Santos Lima,95,-7,110,140
Jonny Yull,91,-7,110,140
Jordan Hackett,95,-7,110,140
Jordan Longhi,82,-7,110,140
Jordan Majchrzak,89,-7,110,140
Jordan Poha,95,-7,110,140
Jorge Eduardo Ortiz Torres,106,-7,110,140
Jorge Ezequiel Forclaz,102,-7,110,140
Jorge Montes García,87,-7,110,140
Jorge Oreiro Masid,63,-7,110,140
Jorge Pascual Medina,105,-7,110,140
Joris Silvente,75,-7,110,140
Jort Ribbers,88,-7,110,140
Josafat Wooding Mendes,118,-7,110,140
José Adam Arvelo López,70,-7,110,140
José Andrés Klinger Sosa,90,-7,110,140
José Antonio Ángel García,85,-7,110,140
José Arón Sánchez Flores,100,-7,110,140
José Augusto Silva,70,-7,110,140
José Breno Silva Costa,80,-7,110,140
José Cambra Albero,82,-7,110,140
José Daniel García Aragón,88,-7,110,140
José Daniel González Pichardo,83,-7,110,140
José Dinis Pinto Magalhães Rodrigues,70,-7,110,140
José Eduardo Castillo Liñán,72,-7,110,140
José Fernando De Lima Soares,77,-7,110,140
José Luis Caicedo Barrera,100,-7,110,140
José Luís Català Vázquez,85,-7,110,140
José Manuel Bica Reis,88,-7,110,140
José Manuel Currás Melero,76,-7,110,140
José María Herrera Ares,108,-7,110,140
José Mendes de Sousa Neto,82,-7,110,140
José Pedro Almeida Macedo,82,-7,110,140
Joseph Brennen Hugill,96,-7,110,140
Joseph Lukombo Nduquidi Diazongua Nfingui,102,-7,110,140
Joseph Nicolás Arévalo Chaparro,88,-7,110,140
Joseph Nonge Boende,83,-7,110,140
Joseph William John Taylor,97,-7,110,140
Josh Acheampong,70,-7,110,140
Josh Brooking,91,-7,110,140
Josh Dede,75,-7,110,140
Josh King,70,-7,110,140
Josh O'Connor,85,-7,110,140
Josh Tobin,74,-7,110,140
Joshua Anthony McNamara,73,-7,110,140
Joshua Chima Eze,94,-7,110,140
Joshua Gaston Kitolano,120,140,140,140
Joshua James Griffiths,107,140,140,140
Joshua James Rawlins,100,-7,110,140
Joshua McPake,90,-7,110,140
Joshua Quarshie,100,-7,110,140
Joshua Santiago,75,-7,110,140
Joshua Wynder,85,-7,110,140
Jostin Gerald Ángel Silva,88,-7,110,140
Josué Banewa Grelaud,70,-7,110,140
Josué Díaz González,78,-7,110,140
Juan Alvina Bezerra,84,-7,110,140
Juan Andrés Quintero Muñoz,75,-7,110,140
Juan Blas Samán,77,-7,110,140
Juan Camilo Rico Plaza,78,-7,110,140
Juan Cruz Cerrudo,106,-7,110,140
Juan Cruz Vergara,86,-7,110,140
Juan Daniel Blanco Chávez,75,-7,110,140
Juan Daniel Guillín Pino,77,-7,110,140
Juan David Nazarith Navarrete,85,-7,110,140
Juan David Ruiz Córdoba,88,-7,110,140
Juan Esteban Carvajal Granados,88,-7,110,140
Juan Felipe Aguirre Cárdenas,75,-7,110,140
Juan Felipe Hincapié Gómez,85,-7,110,140
Juan Felipe Holguín Restrepo,82,-7,110,140
Juan Fernando Urrea Pardo,80,-7,110,140
Juan Ignacio García,65,-7,110,140
Juan Ignacio Varela,70,-7,110,140
Juan José Córdoba Zapata,100,-7,110,140
Juan José Mina González,98,-7,110,140
Juan José Usma Cortés,82,-7,110,140
Juan Manuel Arango Tenorio,72,-7,110,140
Juan Manuel Hernández Molina,73,-7,110,140
Juan Manuel Jorge Novino,94,-7,110,140
Juan Manuel Machado Zuñiga,75,-7,110,140
Juan Manuel Rengifo Duque,75,-7,110,140
Juan Manuel Villalba,89,-7,110,140
Juan Martín Fernándes Pinto,99,-7,110,140
Juan Martín Velázquez,94,-7,110,140
Juan Miguel Betancourth Jiménez,82,-7,110,140
Juan Miguel Latasa Fernández Layos,122,140,140,140
Juan Pablo Arango,93,-7,110,140
Juan Pablo Aristizábal Echeverri,80,-7,110,140
Juan Pablo Córdoba,104,-7,110,140
Juan Pablo Goicochea Del Carpio,89,-7,110,140
Juan Pablo Tejeda Solorio,81,-7,110,140
Juan Pablo Valdez,78,-7,110,140
Juan Segundo Morán,82,-7,110,140
Jude Wellings,76,-7,110,140
Juho Talvitie,89,-7,110,140
Juho Väinö Valtteri Lähteenmäki,80,-7,110,140
Jules Ouaknine,75,-7,110,140
Julián Andrés Palacio Isaza,99,-7,110,140
Julian Baiocchi,77,-7,110,140
Julian Christiaan Brandes,93,-7,110,140
Julian Eitschberger,102,-7,110,140
Julián Encinas,97,-7,110,140
Julian Estiben Angulo Sevillano,99,-7,110,140
Julian Francis Kwaaitaal,88,-7,110,140
Julian Gonstad,84,-7,110,140
Julián Kadijevic,102,-7,110,140
Juliën Mesbahi,86,-7,110,140
Julien Pastorelli,72,-7,110,140
Julien Vetro,80,-7,110,140
Julio Mario Cerpa Galindo,99,-7,110,140
Julius Ben Gottschalk,81,-7,110,140
Jun Nishikawa,88,-7,110,140
Jun-Ho Bae,105,-7,110,140
Junior Alexander Colina Bracho,75,-7,110,140
Junior Andrés Orobio Montaño,78,-7,110,140
Junior Anthony Dixon,84,-7,110,140
Junior Gonzalo Aguirre Arenas,99,-7,110,140
Junior Morau Kadile,105,-7,110,140
Jur Schipper,77,-7,110,140
Jurre van Aken,101,-7,110,140
Justin Haak,101,-7,110,140
Justin Quincy Hubner,75,-7,110,140
Justin Raúl Cuero Palacio,98,-7,110,140
Justin Reynolds,85,-7,110,140
Justin-Noël Kalumba,98,-7,110,140
Kacper Chełmecki,77,-7,110,140
Kacper Duda,93,-7,110,140
Kacper Masiak,73,-7,110,140
Kacper Szymczyk,70,-7,110,140
Kacper Urbański,96,-7,110,140
Kaelan Casey,95,-7,110,140
Kağan Moradaoğlu,80,-7,110,140
Kai Crampton,60,-7,110,140
Kai Smutek,65,-7,110,140
Kaiden Wilson,65,-7,110,140
Kaiki Bruno da Silva,96,-7,110,140
Kaio César Andrade Lima,110,-7,110,140
Kaique Pereira Azarias,101,-7,110,140
Kaïs Houdoussi Barry,82,-7,110,140
Kaïs Najeh,80,-7,110,140
Kaishu Sano,102,-7,110,140
Kaloyan Kalinov Kostov,85,-7,110,140
Kaloyan Radostinov Strinski,69,-7,110,140
Kamiel Van De Perre,95,-7,110,140
Kane Ellis Taylor,88,-7,110,140
Kane Ritchie-Hosler,105,-7,110,140
Kanta Sakagishi,52,-7,110,140
Karamoko Dembélé,107,-7,110,140
Karamoko William Sankara,99,-7,110,140
Karem Zoabi,80,-7,110,140
Karim Baba Dermane,101,-7,110,140
Karim Kimvuidi,98,-7,110,140
Karim Mohamed El Debes,95,-7,110,140
Karoy Zidane Lovebourne Anderson,95,-7,110,140
Kasper Boogaard,75,-7,110,140
Kasra Taheri,85,-7,110,140
Kassoum Koné,75,-7,110,140
Kauã Morais Vieira dos Santos,92,-7,110,140
Kauan Conceição Ferreira da Silva,95,-7,110,140
Kauan do Nascimento Firmo,60,-7,110,140
Kauê Vinícius de Souza Camargo,85,-7,110,140
Kawa Eissa,62,-7,110,140
Kawê Samuel De Lima Silva,75,-7,110,140
Kaye Furo Tamuno Iyowuna,75,-7,110,140
Kayque Nabesima Lima,83,-7,110,140
Kegan Johannes,108,140,140,140
Keimer Andrés Sandoval Rodríguez,85,-7,110,140
Keiner Estacio Giraldo,80,-7,110,140
Kelefa Camara,77,-7,110,140
Kelian Le Pironnec,75,-7,110,140
Kellen Fisher,97,-7,110,140
Kelvin Abrefa,98,-7,110,140
Kelvin Javier Flórez Mosquera,90,-7,110,140
Kelyann Bezahaf,70,-7,110,140
Kenan Bilalović,82,-7,110,140
Kenan Busuladžić,68,-7,110,140
Kenji Giovanni Cabrera Nakamura,95,-7,110,140
Kennedy Silva Sampaio,82,-7,110,140
Kenneth Aboh,84,-7,110,140
Kenny Liema Olinga,79,-7,110,140
Kenzo Goudmijn,105,-7,110,140
Kenzo Kies,70,-7,110,140
Kerem Matışlı,65,-7,110,140
Kerwin Andrés Calderón Vargas,112,-7,110,140
Keryane Mansouri,60,-7,110,140
Keven Vinícius Duarte Silva,92,-7,110,140
Kevin Alexander Mendoza,85,-7,110,140
Kevin Benkič,87,-7,110,140
Kévin Danois,87,-7,110,140
Kevin dos Santos Silva Cardoso,65,-7,110,140
Kevin Huňa,80,-7,110,140
Kevin Isaias Silva,102,-7,110,140
Kévin Keben Biakolo,101,-7,110,140
Kevin Krasniqi,67,-7,110,140
Kevin Oswaldo Picón Álvarez,80,-7,110,140
Kevin Parra Atehortua,99,-7,110,140
Kevin Pedro,65,-7,110,140
Kevin Sánchez Rey,90,-7,110,140
Kévin Sitou,73,-7,110,140
Kevin Tadeo Pereira Leguizamón,93,-7,110,140
Kevin Tomás Gutiérrez,94,-7,110,140
Kevin Tröndle,68,-7,110,140
Kevin Wiethaup,88,-7,110,140
Khaled Al-Nabris,83,-7,110,140
Khamy Bello,70,-7,110,140
Khan Danylo Volodymyrovych,75,-7,110,140
